title,url,price,base_price,date,vendor
"Be Quiet! Pure Base 501 ATX Full Tower Computer Case, Tempered Glass Panel, 2 Pre-installed Pure Wings 3 140mm PWM Fans, Up to 360mm Radiator & 6x Fan Support, White | BGW75",https://uae.microless.com/product/be-quiet-pure-base-501-atx-full-tower-computer-case-tempered-glass-panel-2-pre-installed-pure-wings-3-140mm-pwm-fans-up-to-360mm-radiator-6x-fan-support-white-bgw75/,495.00,495.00,2025-05-24,Microless
"ASUS ProArt PA401 Wood Edition Computer Case, Tempered Glass Panel, 2x 160mm Pre-Installed Fans, Up to 240mm Radiator & 5x Fan Support, Removable Dust Filters, Black | 90DC00M0-B39000",https://uae.microless.com/product/asus-proart-pa401-wood-edition-computer-case-tempered-glass-panel-2x-160mm-pre-installed-fans-up-to-240mm-radiator-5x-fan-support-removable-dust-filters-black-90dc00m0-b39000/,465.00,465.00,2025-05-24,Microless
"DarkFlash DF5000 ATX Computer Case, 360mm Radiator Support, Up to 13x 120mm Fan Support, USB3.0, VGA Card Holder, Mesh Front Panel, Tempered Glass, White | DF5000",https://uae.microless.com/product/darkflash-df5000-atx-computer-case-360mm-radiator-support-up-to-13x-120mm-fan-support-usb3-0-vga-card-holder-mesh-front-panel-tempered-glass-white-df5000/,275.00,275.00,2025-05-24,Microless
"DarkFlash DF5000 ATX Computer Case, 360mm Radiator Support, Up to 13x 120mm Fan Support, USB3.0, VGA Card Holder, Mesh Front Panel, Tempered Glass, Black | DF5000",https://uae.microless.com/product/darkflash-df5000-atx-computer-case-360mm-radiator-support-up-to-13x-120mm-fan-support-usb3-0-vga-card-holder-mesh-front-panel-tempered-glass-black-df5000/,275.00,275.00,2025-05-24,Microless
"Tortox Curvo ATX Computer Case, 7x Pre Installed 120MM ARGB PWM Fans, 360mm Radiator Support, 10x 120mm Fan Support, 7 Expansion Slots, USB Type-C Port, 0.7MM SPCC Material, White | TRTXCRV",https://uae.microless.com/product/tortox-curvo-atx-computer-case-7x-pre-installed-120mm-argb-pwm-fans-360mm-radiator-support-10x-120mm-fan-support-7-expansion-slots-usb-type-c-port-0-7mm-spcc-material-white-trtxcrv/,390.00,390.00,2025-05-24,Microless
"DarkFlash DY470 ATX Computer Case, 4x Pre-Installed aRGB Fans, 360mm Radiators, Up to 10x 120mm Fan Support, Cable Management Panel, 330° Immersive Panoramic View, 3 Glass Panels, Shadow Black | DY470",https://uae.microless.com/product/darkflash-dy470-atx-computer-case-4x-pre-installed-argb-fans-360mm-radiators-up-to-10x-120mm-fan-support-cable-management-panel-330-immersive-panoramic-view-3-glass-panels-shadow-black-dy470/,399.00,399.00,2025-05-24,Microless
"DarkFlash DRX90 Glass ATX Computer Case, 360mm Radiator Support, Up to 10x 120mm Fan Support, Cable Grommet, Magnetic Quick Release Front Panel, Tempered Glass Material, Black | DRX90",https://uae.microless.com/product/darkflash-drx90-glass-atx-computer-case-360mm-radiator-support-up-to-10x-120mm-fan-support-cable-grommet-magnetic-quick-release-front-panel-tempered-glass-material-black-drx90/,224.00,224.00,2025-05-24,Microless
"DarkFlash DPX90 ATX Gaming Computer Case, 360mm Radiator Support, Up to 9x 120mm Fan Support, USB 3.1 Gen 2 Type C, 7 PCIE Slot, Tempered Side Glass Panel, White | DPX90",https://uae.microless.com/product/darkflash-dpx90-atx-gaming-computer-case-360mm-radiator-support-up-to-9x-120mm-fan-support-usb-3-1-gen-2-type-c-7-pcie-slot-tempered-side-glass-panel-white-dpx90/,240.00,240.00,2025-05-24,Microless
"DarkFlash DPX90 ATX Gaming Computer Case, 360mm Radiator Support, Up to 9x 120mm Fan Support, USB 3.1 Gen 2 Type C, 7 PCIE Slot, Tempered Side Glass Panel, Black | DPX90",https://uae.microless.com/product/darkflash-dpx90-atx-gaming-computer-case-360mm-radiator-support-up-to-9x-120mm-fan-support-usb-3-1-gen-2-type-c-7-pcie-slot-tempered-side-glass-panel-black-dpx90/,235.00,235.00,2025-05-24,Microless
"DeepCool CG530 4F ATX Computer Case, 4x 120mm Pre-Installed aRGB Fans, Up to 360mm Radiator & Up to 10x Max Fan Support, ABS + SPCC + Tempered Glass materials, White | R-CG530-WHADA4-G-1",https://uae.microless.com/product/deepcool-cg530-4f-atx-computer-case-4x-120mm-pre-installed-argb-fans-up-to-360mm-radiator-up-to-10x-max-fan-support-abs-spcc-tempered-glass-materials-white-r-cg530-whada4-g-1/,380.00,380.00,2025-05-24,Microless
"Be Quiet! Light Base 900 FX E-ATX Full Tower Computer Case, 4x Light Wings 140mm Pre-Installed Fan, Up to 420mm Radiator & 10x Fan Max Support, Fully Windowed Front & Side Panel, White | BGW72",https://uae.microless.com/product/be-quiet-light-base-900-fx-e-atx-full-tower-computer-case-4x-light-wings-140mm-pre-installed-fan-up-to-420mm-radiator-10x-fan-max-support-fully-windowed-front-side-panel-white-bgw72/,975.00,975.00,2025-05-24,Microless
"Be Quiet! Light Base 600 LX ATX Computer Case, 4x Light Wings LX 120mm Pre-Installed Fan, Up to 360mm Radiator & 10x Fan Max Support, Fully Windowed Front & Side Panel, White | BGW68",https://uae.microless.com/product/be-quiet-light-base-600-lx-atx-computer-case-4x-light-wings-lx-120mm-pre-installed-fan-up-to-360mm-radiator-10x-fan-max-support-fully-windowed-front-side-panel-white-bgw68/,845.00,845.00,2025-05-24,Microless
"KGaming 290XL-6 Mid Tower Computer Case, Up to 360mm Radiator & 9x Fan Support, Steel with Mesh & Tempered Glass Panel, Dust Filters, Black | 290XL-6",https://uae.microless.com/product/kgaming-290xl-6-mid-tower-computer-case-up-to-360mm-radiator-9x-fan-support-steel-with-mesh-tempered-glass-panel-dust-filters-black-290xl-6/,325.00,325.00,2025-05-24,Microless
"KGaming 245-3-B Mid Tower Computer Case, 4x M9-M-Infinity aRGB Fans, Up to 420mm Radiator & 9x Fan Support, Top & Bottom Dust Filter, Glass Side & Front Panel, Black | 245-3-B",https://uae.microless.com/product/kgaming-245-3-b-mid-tower-computer-case-4x-m9-m-infinity-argb-fans-up-to-420mm-radiator-9x-fan-support-top-bottom-dust-filter-glass-side-front-panel-black-245-3-b/,429.00,429.00,2025-05-24,Microless
"KGaming PZ1-B-S Mid Tower Computer Case, 4x M9 aRGB Pre-Installed Fan, Up to 360mm Radiator & 10x Fan Support, Dust Filters, Tempered Glass Panels, Black | PZ1-B-S",https://uae.microless.com/product/kgaming-pz1-b-s-mid-tower-computer-case-4x-m9-argb-pre-installed-fan-up-to-360mm-radiator-10x-fan-support-dust-filters-tempered-glass-panels-black-pz1-b-s/,429.00,429.00,2025-05-24,Microless
"KGaming C708 Mesh Mid Tower Computer Case, Up to 360mm Radiator & 10x Fans Support, Double Sided Tempered Glasses, Bottom Anti-Dust Filter, Front Tempered Glass with Silk Print, Black | C708",https://uae.microless.com/product/kgaming-c708-mesh-mid-tower-computer-case-up-to-360mm-radiator-10x-fans-support-double-sided-tempered-glasses-bottom-anti-dust-filter-front-tempered-glass-with-silk-print-black-c708/,435.00,435.00,2025-05-24,Microless
"GAMEON Trident IV Series Mid Tower Gaming Case, 4pcs PWM fans+PWM Conrtol+Remote, ARGB Lighting Effects, 360mm GPU Support, Tempered Glass Panel, Black | Trident IV BK",https://uae.microless.com/product/gameon-trident-iv-series-mid-tower-gaming-case-4pcs-pwm-fans-pwm-conrtol-remote-argb-lighting-effects-360mm-gpu-support-tempered-glass-panel-black-trident-iv-bk/,284.00,284.00,2025-05-24,Microless
"HYTE Y70 Dual Chamber Mid-Tower ATX Computer Case, Steel Frame & Glass Side Panel Materials, Up to 10 Fans & 360mm Radiator Support, 2x 3.5"" HDD/4x 2.5"" SSD, Taro Milk | CS-HYTE-Y70-TM",https://uae.microless.com/product/hyte-y70-dual-chamber-mid-tower-atx-computer-case-steel-frame-glass-side-panel-materials-up-to-10-fans-360mm-radiator-support-2x-3-5-hdd-4x-2-5-ssd-taro-milk-cs-hyte-y70-tm/,899.00,899.00,2025-05-24,Microless
"XPG Lander 501 aRGB Mid-Tower Chassis, 4x 120mm Pre-Installed Fan, Up to 360mm Radiator & 7x Fan Support, 400mm GPU Length Support, Tempered Glass Side Panel, Black | LANDER5014A-BKCWW",https://uae.microless.com/product/xpg-lander-501-argb-mid-tower-chassis-4x-120mm-pre-installed-fan-up-to-360mm-radiator-7x-fan-support-400mm-gpu-length-support-tempered-glass-side-panel-black-lander5014a-bkcww/,360.00,360.00,2025-05-24,Microless
"XPG Cruiser Super Mid-Tower Chassis, 3x 120mm aRGB Pre-Installed Fan, Up to 360mm Radiator & 6x Fan Support, 4mm Tempered Glass Side Panel, SPCC Materials, White | CRUISERST-WHCWW",https://uae.microless.com/product/xpg-cruiser-super-mid-tower-chassis-3x-120mm-argb-pre-installed-fan-up-to-360mm-radiator-6x-fan-support-4mm-tempered-glass-side-panel-spcc-materials-white-cruiserst-whcww/,395.00,395.00,2025-05-24,Microless
"XPG Valor Mesh Compact Mid-Tower Chassis, 4x 120mm Pre-Installed Fans, Up to 360mm Radiator & 6x Fan Support, SPCC Material, 3mm Tempered Glass, Black | VALORAIRMESH-BKCWW",https://uae.microless.com/product/xpg-valor-mesh-compact-mid-tower-chassis-4x-120mm-pre-installed-fans-up-to-360mm-radiator-6x-fan-support-spcc-material-3mm-tempered-glass-black-valorairmesh-bkcww/,229.01,229.01,2025-05-24,Microless
"GAMEON TRIDENT III Mid Tower Gaming Case, Fixed ARGB, 4 Fans, 3.5"" Drive Bays, Dust Filters, 360mm Radiator Support, Argb+pwm Lighting Type, 0.8 mm Tempered Glass, Black | GO-TRIDENTIII",https://uae.microless.com/product/gameon-trident-iii-mid-tower-gaming-case-fixed-argb-4-fans-3-5-drive-bays-dust-filters-360mm-radiator-support-argb-pwm-lighting-type-0-8-mm-tempered-glass-black-go-tridentiii/,229.01,229.01,2025-05-24,Microless
"GALAX HOF ALLSYNQ Mid-Tower ATX Computer Case, 1x 120mm aRGB & 3x Reverse aRGB Pre-Installed Fan, Up to 360mm Radiator & 7x Fan Support, Tempered Glass Panel, White | G-CGHFASWB4AA-GXLG",https://uae.microless.com/product/galax-hof-allsynq-mid-tower-atx-computer-case-1x-120mm-argb-3x-reverse-argb-pre-installed-fan-up-to-360mm-radiator-7x-fan-support-tempered-glass-panel-white-g-cghfaswb4aa-gxlg/,325.00,325.00,2025-05-24,Microless
"GamerTek Zenith Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 8x Fan Support, 2x USB 2.0, 1x USB 3.0, 1x HD Audio I/O, Black | 616985066896",https://uae.microless.com/product/gamertek-zenith-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-8x-fan-support-2x-usb-2-0-1x-usb-3-0-1x-hd-audio-i-o-black-616985066896/,225.00,225.00,2025-05-24,Microless
"GamerTek Stellar Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 9x Fan Support, 2x USB 2.0, 1x USB 3.0, 1x HD Audio I/O, Black | 616985066889",https://uae.microless.com/product/gamertek-stellar-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-9x-fan-support-2x-usb-2-0-1x-usb-3-0-1x-hd-audio-i-o-black-616985066889/,270.00,270.00,2025-05-24,Microless
"GamerTek Nebula Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 10x Fan Support, USB 2.0, USB 3.0, HD Audio, Type-C AIO, White | 616985066872",https://uae.microless.com/product/gamertek-nebula-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-10x-fan-support-usb-2-0-usb-3-0-hd-audio-type-c-aio-white-616985066872/,365.00,365.00,2025-05-24,Microless
"GamerTek Nebula Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 10x Fan Support, USB 2.0, USB 3.0, HD Audio, Type-C AIO, Black | 616985066865",https://uae.microless.com/product/gamertek-nebula-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-10x-fan-support-usb-2-0-usb-3-0-hd-audio-type-c-aio-black-616985066865/,365.00,365.00,2025-05-24,Microless
"APNX C1-R C1-R-WT-v3 ATX Mid Tower Computer Case, 4x Pre-Installed 120mm PWM Fans, Up To 360mm Radiators, 11 Fan Slots, SGCC Body, SECC Front Panel, 0.8mm Steel Thickness, White | APCM-CR01343.21",https://uae.microless.com/product/apnx-c1-r-c1-r-wt-v3-atx-mid-tower-computer-case-4x-pre-installed-120mm-pwm-fans-up-to-360mm-radiators-11-fan-slots-sgcc-body-secc-front-panel-0-8mm-steel-thickness-white-apcm-cr01343-21/,477.75,477.75,2025-05-24,Microless
"APNX C1-R C1-R-BK-v3 ATX Mid Tower Computer Case, 4x Pre-Installed 120mm PWM Fans, Up To 360mm Radiators, 11 Fan Slots, SGCC Body, SECC Front Panel, 0.8mm Steel Thickness, Black | APCM-CR01343.11",https://uae.microless.com/product/apnx-c1-r-c1-r-bk-v3-atx-mid-tower-computer-case-4x-pre-installed-120mm-pwm-fans-up-to-360mm-radiators-11-fan-slots-sgcc-body-secc-front-panel-0-8mm-steel-thickness-black-apcm-cr01343-11/,430.00,430.00,2025-05-24,Microless
"APNX V1 V1-W-WT-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, Wood Front Panel, 0.8mm Steel Thickness, White & Wood | APCM-VI01103.21",https://uae.microless.com/product/apnx-v1-v1-w-wt-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-wood-front-panel-0-8mm-steel-thickness-white-wood-apcm-vi01103-21/,627.90,627.90,2025-05-24,Microless
"APNX V1 V1-W-BK-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, Wood Front Panel, 0.8mm Steel Thickness, Black & Wood | APCM-VI01103.11",https://uae.microless.com/product/apnx-v1-v1-w-bk-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-wood-front-panel-0-8mm-steel-thickness-black-wood-apcm-vi01103-11/,593.78,593.78,2025-05-24,Microless
"APNX V1 V1-BW-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, ABS Front Panel, 0.8mm Steel Thickness, Black & White | APCM-VI01003.M1",https://uae.microless.com/product/apnx-v1-v1-bw-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-abs-front-panel-0-8mm-steel-thickness-black-white-apcm-vi01003-m1/,505.05,505.05,2025-05-24,Microless
"APNX V1 V1-WT-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, ABS Front Panel, 0.8mm Steel Thickness, White | APCM-VI01003.21",https://uae.microless.com/product/apnx-v1-v1-wt-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-abs-front-panel-0-8mm-steel-thickness-white-apcm-vi01003-21/,539.18,539.18,2025-05-24,Microless
"APNX V1 V1-BK-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, ABS Front Panel, 0.8mm Steel Thickness, Black | APCM-VI01003.11",https://uae.microless.com/product/apnx-v1-v1-bk-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-abs-front-panel-0-8mm-steel-thickness-black-apcm-vi01003-11/,489.00,489.00,2025-05-24,Microless
"HAVN HS 420 E-ATX Mid Tower VGPU Edition Computer Case, Up To 420mm Radiators, 11x Fan Support, SGCC Sheet Metal, Tempered Glass, ABS, Zinc Alloy, NdFeB Magnets, Black | HVN-CA-HS420-08",https://uae.microless.com/product/havn-hs-420-e-atx-mid-tower-vgpu-edition-computer-case-up-to-420mm-radiators-11x-fan-support-sgcc-sheet-metal-tempered-glass-abs-zinc-alloy-ndfeb-magnets-black-hvn-ca-hs420-08/,1079.00,1079.00,2025-05-24,Microless
"HAVN HS 420 E-ATX Mid Tower Base Edition Computer Case, Up To 420mm Radiators, 11x Fan Support, SGCC Sheet Metal, Tempered Glass, ABS, Zinc Alloy, NdFeB Magnets, White | HVN-CA-HS420-05",https://uae.microless.com/product/havn-hs-420-e-atx-mid-tower-base-edition-computer-case-up-to-420mm-radiators-11x-fan-support-sgcc-sheet-metal-tempered-glass-abs-zinc-alloy-ndfeb-magnets-white-hvn-ca-hs420-05/,840.00,840.00,2025-05-24,Microless
"HAVN HS 420 E-ATX Mid Tower Base Edition Computer Case, Up To 420mm Radiators, 11x Fan Support, SGCC Sheet Metal, Tempered Glass, ABS, Zinc Alloy, NdFeB Magnets, Black | HVN-CA-HS420-06",https://uae.microless.com/product/havn-hs-420-e-atx-mid-tower-base-edition-computer-case-up-to-420mm-radiators-11x-fan-support-sgcc-sheet-metal-tempered-glass-abs-zinc-alloy-ndfeb-magnets-black-hvn-ca-hs420-06/,820.00,820.00,2025-05-24,Microless
"Cooler Master QUBE 500 Flatpack Mid-Tower ATX Computer Case, 1x 120mm SF ARGB Black PWM Fan, Up to 280mm Radiator & 8x Fan Support, Steel, Plastic, TG Materials, Black | Q500-KGNN-S00",https://uae.microless.com/product/cooler-master-qube-500-flatpack-mid-tower-atx-computer-case-1x-120mm-sf-argb-black-pwm-fan-up-to-280mm-radiator-8x-fan-support-steel-plastic-tg-materials-black-q500-kgnn-s00/,429.00,429.00,2025-05-24,Microless
"Cooler Master QUBE 500 Flatpack Mid-Tower ATX Computer Case, 1x 120mm SF ARGB White PWM Fan, Up to 280mm Radiator & 8x Fan Support, Steel, Plastic, TG Materials, White | Q500-WGNN-S00",https://uae.microless.com/product/cooler-master-qube-500-flatpack-mid-tower-atx-computer-case-1x-120mm-sf-argb-white-pwm-fan-up-to-280mm-radiator-8x-fan-support-steel-plastic-tg-materials-white-q500-wgnn-s00/,429.00,429.00,2025-05-24,Microless
"Cooler Master QUBE 500 Flatpack Macaron Edition Mid-Tower ATX Computer Case, 1x 120mm SF ARGB White PWM Fan, Up to 280mm Radiator & 8x Fan Support, Steel, Plastic, TG Materials | Q500-DGNN-S00",https://uae.microless.com/product/cooler-master-qube-500-flatpack-macaron-edition-mid-tower-atx-computer-case-1x-120mm-sf-argb-white-pwm-fan-up-to-280mm-radiator-8x-fan-support-steel-plastic-tg-materials-q500-dgnn-s00/,509.00,509.00,2025-05-24,Microless
"Azza CUBE 802F ATX Computer Case, 5x 120mm AZZA Hurricane II ARGB Pre-Installed Fans, Up to 240mm Radiator & 5x Fans Support, Dual-Chamber Chassis, Black | 52064",https://uae.microless.com/product/azza-cube-802f-atx-computer-case-5x-120mm-azza-hurricane-ii-argb-pre-installed-fans-up-to-240mm-radiator-5x-fans-support-dual-chamber-chassis-black-52064/,997.50,997.50,2025-05-24,Microless
"Fractal Mood Mini-ITX SFF Computer Case, 1x 180mm Fan Included, Up to 280mm Radiator & 2x 120mm/140mm Fan Support, Rear Magnetic Filter Mesh, Black | FD-C-MOD1N-02",https://uae.microless.com/product/fractal-mood-mini-itx-sff-computer-case-1x-180mm-fan-included-up-to-280mm-radiator-2x-120mm-140mm-fan-support-rear-magnetic-filter-mesh-light-gray-fd-c-mod1n-01-duplicate/,735.00,735.00,2025-05-24,Microless
"Fractal Mood Mini-ITX SFF Computer Case, 1x 180mm Fan Included, Up to 280mm Radiator & 2x 120mm/140mm Fan Support, Rear Magnetic Filter Mesh, Light Gray | FD-C-MOD1N-01",https://uae.microless.com/product/fractal-mood-mini-itx-sff-computer-case-1x-180mm-fan-included-up-to-280mm-radiator-2x-120mm-140mm-fan-support-rear-magnetic-filter-mesh-light-gray-fd-c-mod1n-01/,735.00,735.00,2025-05-24,Microless
"CORSAIR iCUE LINK 9000D RGB AIRFLOW Super Full-Tower PC Case, Up To 18x120mm Fans And 480mm Radiators, High-airflow, 4xUSB 3.2 Type-A, 2xUSB 3.2 Type-C, Audio Out, White | CC-9011274-WW",https://uae.microless.com/product/corsair-icue-link-9000d-rgb-airflow-super-full-tower-pc-case-up-to-18x120mm-fans-and-480mm-radiators-high-airflow-4xusb-3-2-type-a-2xusb-3-2-type-c-audio-out-white-cc-9011274-ww/,1890.00,1890.00,2025-05-24,Microless
"MSI MAG Forge 320R Airflow ATX Mid Tower Computer Case, 4x Pre-Installed Case Fans, Up to 360mm Radiator Support, 3.5"" / 2.5"" Drive Bays, Tempered Glass Window, Mesh Panel, White | 306-7G23W21-HH9",https://uae.microless.com/product/msi-mag-forge-320r-airflow-atx-mid-tower-computer-case-4x-pre-installed-case-fans-up-to-360mm-radiator-support-3-5-2-5-drive-bays-tempered-glass-window-mesh-panel-white-306-7g23w21-hh9/,315.00,315.00,2025-05-24,Microless
"GIGABYTE AORUS C400 GLASS PC Case, Supports Mini ITX, Micro ATX, and ATX Form Factor, RGB Lighting, Dust Filters, Vertical GPU Mounting, Black | AC400G-ATX",https://uae.microless.com/product/gigabyte-aorus-c400-glass-pc-case-supports-mini-itx-micro-atx-and-atx-form-factor-rgb-lighting-dust-filters-vertical-gpu-mounting-black-ac400g-atx/,515.00,515.00,2025-05-24,Microless
"HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX Computer Case, 14.5"" 688 x 2560 (2.5K) Touch Display, Up to 10 Fans & 360mm Radiator Support, Red-Black | CS-HYTE-Y70TI-RB",https://uae.microless.com/product/hyte-y70-touch-infinite-dual-chamber-mid-tower-atx-computer-case-14-5-688-x-2560-2-5k-touch-display-up-to-10-fans-360mm-radiator-support-red-black-cs-hyte-y70ti-rb/,1995.00,1995.00,2025-05-24,Microless
"HYTE Y40 Modern Aesthetic Panoramic Mid-Tower ATX Gaming PC Case, 2x 120mm Fans Pre-Installed, Up to 360mm Radiator & 7x 120mm Fans Support, Vertical GPU Support, Snow White | CS-HYTE-Y40-WW",https://uae.microless.com/product/hyte-y40-modern-aesthetic-panoramic-mid-tower-atx-gaming-pc-case-2x-120mm-fans-pre-installed-up-to-360mm-radiator-7x-120mm-fans-support-vertical-gpu-support-snow-white-cs-hyte-y40-ww/,666.75,666.75,2025-05-24,Microless
"DarkFlash DK352 ATX Computer Case, Supports Up to 6x 120mm Fans & 360mm Radiator, Metal Mesh Design Front Panel, ATX, M-ATX, ITX Compatible Motherboards, White | DK352-W",https://uae.microless.com/product/darkflash-dk352-atx-computer-case-supports-up-to-6x-120mm-fans-360mm-radiator-metal-mesh-design-front-panel-atx-m-atx-itx-compatible-motherboards-white-dk352-w/,195.00,195.00,2025-05-24,Microless
"Darkflash DRX70 Mesh ATX Computer Case, Supports Up to 8x 120mm Fans & 280mm Radiator, Magnetic Quick Release Front Panel, ATX, M-ATX & ITX Compatible Motherboards, Black | DRX70.Black",https://uae.microless.com/product/darkflash-drx70-mesh-atx-computer-case-supports-up-to-8x-120mm-fans-280mm-radiator-magnetic-quick-release-front-panel-atx-m-atx-itx-compatible-motherboards-black-drx70-black/,248.00,248.00,2025-05-24,Microless
"Tortox Vidrio ATX Full Tower Case, 6x Pre-Installed ARGB PWM Fans, Up to 360mm Radiator Support & 9x Fan Support, Semi Curved Tempered Glass, Dust Proof Filter, SPCC Material, Black | VIDRIOB",https://uae.microless.com/product/tortox-vidrio-atx-full-tower-case-6x-pre-installed-argb-pwm-fans-up-to-360mm-radiator-support-9x-fan-support-semi-curved-tempered-glass-dust-proof-filter-spcc-material-black-vidriob/,305.00,305.00,2025-05-24,Microless
"Tortox Vidrio ATX Full Tower Case, 6x Pre-Installed ARGB PWM Fans, Up to 360mm Radiator Support & 9x Fan Support, Semi Curved Tempered Glass, Dust Proof Filter, SPCC Material, White | VIDRIOW",https://uae.microless.com/product/tortox-vidrio-atx-full-tower-case-6x-pre-installed-argb-pwm-fans-up-to-360mm-radiator-support-9x-fan-support-semi-curved-tempered-glass-dust-proof-filter-spcc-material-white-vidriow/,315.00,315.00,2025-05-24,Microless
"Tortox Prism ATX Full Tower Case, 7x Pre-Installed 120mm ARGB PWM Fans, Up to 360mm Radiator Support & 10x Fan Support, Triple Tempered Glass Panel, O-Screw Snap Joint, SPCC Material, Black | PRISMB",https://uae.microless.com/product/tortox-prism-atx-full-tower-case-7x-pre-installed-120mm-argb-pwm-fans-up-to-360mm-radiator-support-10x-fan-support-triple-tempered-glass-panel-o-screw-snap-joint-spcc-material-black-prismb/,600.00,600.00,2025-05-24,Microless
"Tortox Prism ATX Full Tower Case, 7x Pre-Installed 120mm ARGB PWM Fans, Up to 360mm Radiator Support & 10x Fan Support, Triple Tempered Glass Panel, O-Screw Snap Joint, SPCC Material, White | PRISMW",https://uae.microless.com/product/tortox-prism-atx-full-tower-case-7x-pre-installed-120mm-argb-pwm-fans-up-to-360mm-radiator-support-10x-fan-support-triple-tempered-glass-panel-o-screw-snap-joint-spcc-material-white-prismw/,605.00,605.00,2025-05-24,Microless
"Thermaltake V250 TG ARGB Air Mid Tower Chassis, 4x Pre-Installed 120mm Fans, Up to 360mm Radiator & 6x Fan Support, 4mm Tempered Glass Panel, SPCC Material, Black | CA-1Q5-00M1WN-03",https://uae.microless.com/product/thermaltake-v250-tg-argb-air-mid-tower-chassis-4x-pre-installed-120mm-fans-up-to-360mm-radiator-6x-fan-support-4mm-tempered-glass-panel-spcc-material-black-ca-1q5-00m1wn-03/,240.00,240.00,2025-05-24,Microless
"Thermaltake The Tower 600 Mid Tower Chassis, Up to 13 Fans & 420mm Radiator Support, 3mm Tempered Glass x3, Dismantlable Modular Design, SPCC Materials, Snow | CA-1Z1-00M6WN-00",https://uae.microless.com/product/thermaltake-the-tower-600-mid-tower-chassis-up-to-13-fans-420mm-radiator-support-3mm-tempered-glass-x3-dismantlable-modular-design-spcc-materials-snow-ca-1z1-00m6wn-00/,630.00,630.00,2025-05-24,Microless
"Azza Apollo ATX Mid-Tower Case, 1x Pre-Installed 120mm ARGB Fan, Up to 240mm Radiator Support, 7 Expansion Slot, Addressable RGB Fan, Tempered Glass Rubber Mounts, Steel Panel, White | CSAZ-430W-DF2",https://uae.microless.com/product/azza-apollo-atx-mid-tower-case-1x-pre-installed-120mm-argb-fan-up-to-240mm-radiator-support-7-expansion-slot-addressable-rgb-fan-tempered-glass-rubber-mounts-steel-panel-white-csaz-430w-df2/,346.50,346.50,2025-05-24,Microless
"Azza Zircon 7000 ATX Full Tower Case, 2x Pre-Installed 120mm Black Fans, Up to 360mm Radiator Support, 10 Expansion Slot, Addressable RGB Light, Tempered Glass Side Window, Black | CSAZ-7000",https://uae.microless.com/product/azza-zircon-7000-atx-full-tower-case-2x-pre-installed-120mm-black-fans-up-to-360mm-radiator-support-10-expansion-slot-addressable-rgb-light-tempered-glass-side-window-black-csaz-7000/,577.50,577.50,2025-05-24,Microless
"Cougar FV270 RGB ATX Mid Tower Case, 3x Pre-Installed Reversed ARGB PWM Fans & 1x ARGB PWM Fan, Up to 360mm Radiator Support, 7 Expansion Slots, PWM & RGB Hub Sync with M/B, White | 3858M60.0006",https://uae.microless.com/product/cougar-fv270-rgb-atx-mid-tower-case-3x-pre-installed-reversed-argb-pwm-fans-1x-argb-pwm-fan-up-to-360mm-radiator-support-7-expansion-slots-pwm-rgb-hub-sync-with-m-b-white-3858m60-0006/,656.25,656.25,2025-05-24,Microless
